RowId,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Geolocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
BRFSS~2022~2022~55~Q34~TOC09~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),%,PRCTG,Percentage,75.4,75.4,,,58.8,86.8,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-89.81637074199966 44.39319117400049),C01,TOC09,Q34,55,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~53~Q43~TOC11~AGE~SEX,2022,2022,WA,Washington,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,%,PRCTG,Percentage,48.2,48.2,,,46.2,50.2,Age Group,65 years or older,Sex,Male,POINT (-120.47001078999972 47.52227862900048),C01,TOC11,Q43,53,AGE,65PLUS,SEX,MALE
BRFSS~2022~2022~9004~Q38~TGC03~AGE~SEX,2022,2022,WEST,West,BRFSS,Caregiving,Duration of caregiving among older adults,Percentage of older adults who provided care to a friend or family member for six months or more,%,PRCTG,Percentage,76.1,76.1,&,Regional estimates may not represent all states in the region,72.3,79.6,Age Group,50-64 years,Sex,Female,,C07,TGC03,Q38,9004,AGE,5064,SEX,FEMALE
BRFSS~2022~2022~51~Q11~TSC11~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-78.45789046299967 37.54268067400045),C03,TSC11,Q11,51,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~9004~Q08~TOC01~AGE~SEX,2022,2022,WEST,West,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),Number,MEAN,Mean,4.7,4.7,,,4.3,5.2,Age Group,50-64 years,Sex,Male,,C01,TOC01,Q08,9004,AGE,5064,SEX,MALE
BRFSS~2022~2022~9004~Q16~TNC03~AGE~RACE,2022,2022,WEST,West,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,34.3,34.3,,,26.7,42.9,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,C02,TNC03,Q16,9004,AGE,65PLUS,RACE,BLK
BRFSS~2022~2022~78~Q08~TOC01~AGE~SEX,2022,2022,VI,Virgin Islands,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),Number,MEAN,Mean,3.2,3.2,,,1.6,4.8,Age Group,65 years or older,Sex,Male,POINT (-64.896335 18.335765),C01,TOC01,Q08,78,AGE,65PLUS,SEX,MALE
BRFSS~2022~2022~51~Q45~TOC13~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,POINT (-78.45789046299967 37.54268067400045),C01,TOC13,Q45,51,AGE,65PLUS,RACE,NAA
BRFSS~2022~2022~78~Q12~TSC01~AGE~OVERALL,2022,2022,VI,Virgin Islands,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,%,PRCTG,Percentage,57.2,57.2,,,39.5,73.1,Age Group,65 years or older,,,POINT (-64.896335 18.335765),C03,TSC01,Q12,78,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~53~Q34~TOC09~AGE~SEX,2022,2022,WA,Washington,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),%,PRCTG,Percentage,73.6,73.6,,,71.8,75.3,Age Group,65 years or older,Sex,Female,POINT (-120.47001078999972 47.52227862900048),C01,TOC09,Q34,53,AGE,65PLUS,SEX,FEMALE
BRFSS~2022~2022~51~Q18~TSC08~AGE~SEX,2022,2022,VA,Virginia,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,%,PRCTG,Percentage,59.1,59.1,,,56.2,61.9,Age Group,Overall,Sex,Male,POINT (-78.45789046299967 37.54268067400045),C03,TSC08,Q18,51,AGE,AGE_OVERALL,SEX,MALE
BRFSS~2022~2022~56~Q27~TMC03~AGE~RACE,2022,2022,WY,Wyoming,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,%,PRCTG,Percentage,13.7,13.7,,,11.8,15.7,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-108.10983035299967 43.23554134300048),C05,TMC03,Q27,56,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~51~Q32~TOC07~AGE~SEX,2022,2022,VA,Virginia,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,24.7,24.7,,,21.8,27.9,Age Group,65 years or older,Sex,Male,POINT (-78.45789046299967 37.54268067400045),C01,TOC07,Q32,51,AGE,65PLUS,SEX,MALE
BRFSS~2022~2022~55~Q35~TOC03~AGE~SEX,2022,2022,WI,Wisconsin,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,Number,MEAN,Mean,6.0,6.0,,,5.1,6.9,Age Group,65 years or older,Sex,Male,POINT (-89.81637074199966 44.39319117400049),C01,TOC03,Q35,55,AGE,65PLUS,SEX,MALE
BRFSS~2022~2022~55~Q32~TOC07~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,POINT (-89.81637074199966 44.39319117400049),C01,TOC07,Q32,55,AGE,65PLUS,RACE,NAA
BRFSS~2022~2022~9004~Q43~TOC11~AGE~RACE,2022,2022,WEST,West,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,%,PRCTG,Percentage,35.2,35.2,,,27.1,44.1,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,C01,TOC11,Q43,9004,AGE,5064,RACE,NAA
BRFSS~2022~2022~9004~Q36~TGC01~AGE~RACE,2022,2022,WEST,West,BRFSS,Caregiving,Provide care for a friend or family member in past month,Percentage of older adults who provided care for a friend or family member within the past month,%,PRCTG,Percentage,28.8,28.8,&,Regional estimates may not represent all states in the region,20.8,38.5,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,C07,TGC01,Q36,9004,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2022~2022~54~Q17~TAC01~AGE~RACE,2022,2022,WV,West Virginia,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-80.71264013499967 38.66551020200046),C04,TAC01,Q17,54,AGE,65PLUS,RACE,BLK
BRFSS~2022~2022~55~Q32~TOC07~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,38.6,38.6,,,28.8,49.4,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-89.81637074199966 44.39319117400049),C01,TOC07,Q32,55,AGE,65PLUS,RACE,BLK
BRFSS~2022~2022~51~Q38~TGC03~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Caregiving,Duration of caregiving among older adults,Percentage of older adults who provided care to a friend or family member for six months or more,%,PRCTG,Percentage,73.1,73.1,,,63.6,80.8,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-78.45789046299967 37.54268067400045),C07,TGC03,Q38,51,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2022~2022~51~Q43~TOC11~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,%,PRCTG,Percentage,49.7,49.7,,,47.8,51.5,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-78.45789046299967 37.54268067400045),C01,TOC11,Q43,51,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~51~Q32~TOC07~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,19.0,19.0,,,10.5,32.0,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-78.45789046299967 37.54268067400045),C01,TOC07,Q32,51,AGE,5064,RACE,HIS
BRFSS~2022~2022~78~Q20~TSC03~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-64.896335 18.335765),C03,TSC03,Q20,78,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~78~Q34~TOC09~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),%,PRCTG,Percentage,58.9,58.9,,,47.7,69.2,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-64.896335 18.335765),C01,TOC09,Q34,78,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2022~2022~51~Q13~TNC04~AGE~OVERALL,2022,2022,VA,Virginia,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,40.3,40.3,,,37.7,43.1,Age Group,50-64 years,,,POINT (-78.45789046299967 37.54268067400045),C02,TNC04,Q13,51,AGE,5064,OVERALL,OVERALL
BRFSS~2022~2022~51~Q41~TCC03~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-78.45789046299967 37.54268067400045),C06,TCC03,Q41,51,AGE,5064,RACE,NAA
BRFSS~2022~2022~51~Q18~TSC08~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,POINT (-78.45789046299967 37.54268067400045),C03,TSC08,Q18,51,AGE,65PLUS,RACE,ASN
BRFSS~2022~2022~9004~Q13~TNC04~AGE~RACE,2022,2022,WEST,West,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,15.6,15.6,,,11.2,21.2,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,C02,TNC04,Q13,9004,AGE,5064,RACE,ASN
BRFSS~2022~2022~56~Q07~TOC05~AGE~RACE,2022,2022,WY,Wyoming,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-108.10983035299967 43.23554134300048),C01,TOC05,Q07,56,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~9004~Q13~TNC04~AGE~RACE,2022,2022,WEST,West,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,36.5,36.5,,,31.6,41.8,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,C02,TNC04,Q13,9004,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2022~2022~51~Q10~TSC10~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,%,PRCTG,Percentage,38.9,38.9,,,29.1,49.8,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-78.45789046299967 37.54268067400045),C03,TSC10,Q10,51,AGE,65PLUS,RACE,BLK
BRFSS~2022~2022~54~Q32~TOC07~AGE~RACE,2022,2022,WV,West Virginia,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,33.9,33.9,,,32.0,35.9,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-80.71264013499967 38.66551020200046),C01,TOC07,Q32,54,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~9004~Q10~TSC10~AGE~RACE,2022,2022,WEST,West,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,%,PRCTG,Percentage,41.0,41.0,,,31.9,50.8,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,C03,TSC10,Q10,9004,AGE,5064,RACE,ASN
BRFSS~2022~2022~9004~Q16~TNC03~AGE~RACE,2022,2022,WEST,West,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,29.6,29.6,,,25.3,34.3,Age Group,65 years or older,Race/Ethnicity,Hispanic,,C02,TNC03,Q16,9004,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~54~Q03~TMC01~AGE~RACE,2022,2022,WV,West Virginia,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-80.71264013499967 38.66551020200046),C05,TMC01,Q03,54,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~51~Q31~TCC02~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-78.45789046299967 37.54268067400045),C06,TCC02,Q31,51,AGE,5064,RACE,ASN
BRFSS~2022~2022~78~Q18~TSC08~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-64.896335 18.335765),C03,TSC08,Q18,78,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~9004~Q35~TOC03~AGE~RACE,2022,2022,WEST,West,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,Number,MEAN,Mean,7.1,7.1,,,5.5,8.6,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,C01,TOC03,Q35,9004,AGE,5064,RACE,BLK
BRFSS~2022~2022~55~Q45~TOC13~AGE~SEX,2022,2022,WI,Wisconsin,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,%,PRCTG,Percentage,29.1,29.1,,,26.0,32.5,Age Group,Overall,Sex,Male,POINT (-89.81637074199966 44.39319117400049),C01,TOC13,Q45,55,AGE,AGE_OVERALL,SEX,MALE
BRFSS~2022~2022~51~Q36~TGC01~AGE~OVERALL,2022,2022,VA,Virginia,BRFSS,Caregiving,Provide care for a friend or family member in past month,Percentage of older adults who provided care for a friend or family member within the past month,%,PRCTG,Percentage,22.4,22.4,,,20.3,24.7,Age Group,65 years or older,,,POINT (-78.45789046299967 37.54268067400045),C07,TGC01,Q36,51,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~51~Q36~TGC01~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Caregiving,Provide care for a friend or family member in past month,Percentage of older adults who provided care for a friend or family member within the past month,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-78.45789046299967 37.54268067400045),C07,TGC01,Q36,51,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~9004~Q30~TCC01~AGE~RACE,2022,2022,WEST,West,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,15.8,15.8,&,Regional estimates may not represent all states in the region,10.2,23.7,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,C06,TCC01,Q30,9004,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2022~2022~51~Q31~TCC02~AGE~SEX,2022,2022,VA,Virginia,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,50.8,50.8,,,39.0,62.5,Age Group,50-64 years,Sex,Female,POINT (-78.45789046299967 37.54268067400045),C06,TCC02,Q31,51,AGE,5064,SEX,FEMALE
BRFSS~2022~2022~56~Q43~TOC11~AGE~RACE,2022,2022,WY,Wyoming,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,%,PRCTG,Percentage,44.8,44.8,,,42.6,47.0,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-108.10983035299967 43.23554134300048),C01,TOC11,Q43,56,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~51~Q03~TMC01~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-78.45789046299967 37.54268067400045),C05,TMC01,Q03,51,AGE,5064,RACE,NAA
BRFSS~2022~2022~9004~Q45~TOC13~AGE~RACE,2022,2022,WEST,West,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,%,PRCTG,Percentage,32.7,32.7,,,24.0,42.6,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,C01,TOC13,Q45,9004,AGE,AGE_OVERALL,RACE,ASN
